reg;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
84;2021-03-12-2021-03-18;79;774;63.1;559;72.2;35;4.5;65;8.4;115;14.9
84;2021-03-12-2021-03-18;89;431;62.1;279;64.7;16;3.7;50;11.6;86;20
84;2021-03-12-2021-03-18;90;127;51.6;75;59.1;2;1.6;22;17.3;28;22
84;2021-03-13-2021-03-19;09;904;66.9;684;75.7;23;2.5;97;10.7;100;11.1
84;2021-03-13-2021-03-19;19;2523;65.6;2009;79.6;84;3.3;185;7.3;245;9.7
84;2021-03-13-2021-03-19;29;2156;61.8;1679;77.9;68;3.2;190;8.8;219;10.2
84;2021-03-13-2021-03-19;39;2299;64.1;1814;78.9;80;3.5;167;7.3;238;10.4
84;2021-03-13-2021-03-19;49;2287;64.9;1833;80.1;80;3.5;146;6.4;228;10
84;2021-03-13-2021-03-19;59;1993;65.5;1591;79.8;84;4.2;118;5.9;200;10
84;2021-03-13-2021-03-19;69;1416;67.4;1092;77.1;46;3.2;99;7;179;12.6
84;2021-03-13-2021-03-19;79;794;62.4;584;73.6;32;4;77;9.7;101;12.7
84;2021-03-13-2021-03-19;89;420;61.3;271;64.5;21;5;46;11;82;19.5
84;2021-03-13-2021-03-19;90;139;54.5;85;61.2;3;2.2;25;18;26;18.7
84;2021-03-14-2021-03-20;09;940;67.3;726;77.2;21;2.2;92;9.8;101;10.7
84;2021-03-14-2021-03-20;19;2609;65.3;2078;79.6;84;3.2;191;7.3;256;9.8
84;2021-03-14-2021-03-20;29;2211;60.9;1737;78.6;69;3.1;186;8.4;219;9.9
84;2021-03-14-2021-03-20;39;2355;64.3;1871;79.4;80;3.4;170;7.2;234;9.9
84;2021-03-14-2021-03-20;49;2364;64.4;1909;80.8;80;3.4;149;6.3;226;9.6
84;2021-03-14-2021-03-20;59;2035;64.8;1627;80;80;3.9;124;6.1;204;10
84;2021-03-14-2021-03-20;69;1418;66.2;1093;77.1;45;3.2;96;6.8;184;13
84;2021-03-14-2021-03-20;79;799;61.3;595;74.5;32;4;78;9.8;94;11.8
84;2021-03-14-2021-03-20;89;419;62.1;274;65.4;22;5.3;46;11;77;18.4
84;2021-03-14-2021-03-20;90;137;55.5;83;60.6;5;3.6;24;17.5;25;18.2
84;2021-03-15-2021-03-21;09;933;66.8;721;77.3;21;2.3;91;9.8;100;10.7
84;2021-03-15-2021-03-21;19;2619;65.2;2086;79.6;84;3.2;194;7.4;255;9.7
84;2021-03-15-2021-03-21;29;2202;60.8;1739;79;69;3.1;177;8;217;9.9
84;2021-03-15-2021-03-21;39;2352;64.2;1871;79.5;80;3.4;168;7.1;233;9.9
84;2021-03-15-2021-03-21;49;2370;64.3;1916;80.8;80;3.4;147;6.2;227;9.6
84;2021-03-15-2021-03-21;59;2046;64.8;1633;79.8;80;3.9;127;6.2;206;10.1
84;2021-03-15-2021-03-21;69;1429;66.1;1100;77;45;3.1;98;6.9;186;13
84;2021-03-15-2021-03-21;79;816;62;608;74.5;32;3.9;81;9.9;95;11.6
84;2021-03-15-2021-03-21;89;424;62.1;273;64.4;21;5;50;11.8;80;18.9
84;2021-03-15-2021-03-21;90;140;57.4;84;60;5;3.6;25;17.9;26;18.6
84;2021-03-16-2021-03-22;09;948;64.1;755;79.6;16;1.7;87;9.2;90;9.5
84;2021-03-16-2021-03-22;19;2682;64.1;2141;79.8;78;2.9;207;7.7;256;9.5
84;2021-03-16-2021-03-22;29;2268;60.6;1796;79.2;71;3.1;196;8.6;205;9
84;2021-03-16-2021-03-22;39;2354;62.1;1881;79.9;83;3.5;169;7.2;221;9.4
84;2021-03-16-2021-03-22;49;2435;63.6;1991;81.8;72;3;153;6.3;219;9
84;2021-03-16-2021-03-22;59;2163;64.4;1722;79.6;83;3.8;145;6.7;213;9.8
84;2021-03-16-2021-03-22;69;1455;64.9;1121;77;42;2.9;112;7.7;180;12.4
84;2021-03-16-2021-03-22;79;847;62.1;630;74.4;36;4.3;80;9.4;101;11.9
84;2021-03-16-2021-03-22;89;478;63.8;330;69;19;4;61;12.8;68;14.2
84;2021-03-16-2021-03-22;90;168;60.4;106;63.1;6;3.6;32;19;24;14.3
84;2021-03-17-2021-03-23;09;942;63;752;79.8;16;1.7;91;9.7;83;8.8
84;2021-03-17-2021-03-23;19;2771;63;2231;80.5;83;3;205;7.4;252;9.1
84;2021-03-17-2021-03-23;29;2318;59.5;1834;79.1;72;3.1;209;9;203;8.8
84;2021-03-17-2021-03-23;39;2409;60.9;1936;80.4;83;3.4;164;6.8;226;9.4
84;2021-03-17-2021-03-23;49;2501;62.4;2062;82.4;79;3.2;156;6.2;204;8.2
84;2021-03-17-2021-03-23;59;2201;63.2;1759;79.9;83;3.8;148;6.7;211;9.6
84;2021-03-17-2021-03-23;69;1474;63.5;1142;77.5;49;3.3;116;7.9;167;11.3
84;2021-03-17-2021-03-23;79;875;61.7;664;75.9;35;4;76;8.7;100;11.4
84;2021-03-17-2021-03-23;89;512;65.6;347;67.8;20;3.9;73;14.3;72;14.1
84;2021-03-17-2021-03-23;90;182;60.9;115;63.2;6;3.3;35;19.2;26;14.3
84;2021-03-18-2021-03-24;09;999;62.3;815;81.6;15;1.5;92;9.2;77;7.7
84;2021-03-18-2021-03-24;19;2863;61.9;2334;81.5;82;2.9;205;7.2;242;8.5
84;2021-03-18-2021-03-24;29;2395;58.6;1931;80.6;68;2.8;197;8.2;199;8.3
84;2021-03-18-2021-03-24;39;2544;60.4;2075;81.6;77;3;167;6.6;225;8.8
84;2021-03-18-2021-03-24;49;2581;61.5;2146;83.1;86;3.3;153;5.9;196;7.6
84;2021-03-18-2021-03-24;59;2279;62.7;1835;80.5;81;3.6;151;6.6;212;9.3
84;2021-03-18-2021-03-24;69;1519;63.4;1188;78.2;51;3.4;127;8.4;153;10.1
84;2021-03-18-2021-03-24;79;934;62.4;714;76.4;34;3.6;92;9.9;94;10.1
84;2021-03-18-2021-03-24;89;543;66.2;369;68;18;3.3;77;14.2;79;14.5
84;2021-03-18-2021-03-24;90;188;60.5;115;61.2;8;4.3;39;20.7;26;13.8
84;2021-03-19-2021-03-25;09;986;60.1;812;82.4;15;1.5;98;9.9;61;6.2
84;2021-03-19-2021-03-25;19;2866;58.5;2326;81.2;89;3.1;216;7.5;235;8.2
84;2021-03-19-2021-03-25;29;2377;55.5;1903;80.1;76;3.2;207;8.7;191;8
84;2021-03-19-2021-03-25;39;2508;56.8;2058;82.1;74;3;173;6.9;203;8.1
84;2021-03-19-2021-03-25;49;2588;58.4;2158;83.4;85;3.3;153;5.9;192;7.4
84;2021-03-19-2021-03-25;59;2255;59;1834;81.3;78;3.5;152;6.7;191;8.5
84;2021-03-19-2021-03-25;69;1452;59.7;1144;78.8;49;3.4;125;8.6;134;9.2
84;2021-03-19-2021-03-25;79;936;60.6;710;75.9;35;3.7;101;10.8;90;9.6
84;2021-03-19-2021-03-25;89;534;63.6;357;66.9;16;3;84;15.7;77;14.4
84;2021-03-19-2021-03-25;90;204;61.3;128;62.7;7;3.4;41;20.1;28;13.7
84;2021-03-20-2021-03-26;09;1040;60.2;866;83.3;13;1.2;102;9.8;59;5.7
84;2021-03-20-2021-03-26;19;2961;57.6;2454;82.9;91;3.1;202;6.8;214;7.2
84;2021-03-20-2021-03-26;29;2428;54.7;1998;82.3;62;2.6;193;7.9;175;7.2
84;2021-03-20-2021-03-26;39;2590;56.3;2144;82.8;80;3.1;179;6.9;187;7.2
84;2021-03-20-2021-03-26;49;2694;58.1;2253;83.6;82;3;163;6.1;196;7.3
84;2021-03-20-2021-03-26;59;2352;58.5;1931;82.1;79;3.4;153;6.5;189;8
84;2021-03-20-2021-03-26;69;1490;59.4;1182;79.3;52;3.5;125;8.4;131;8.8
84;2021-03-20-2021-03-26;79;975;61.4;749;76.8;33;3.4;102;10.5;91;9.3
84;2021-03-20-2021-03-26;89;555;63.6;387;69.7;10;1.8;87;15.7;71;12.8
84;2021-03-20-2021-03-26;90;206;59.7;129;62.6;5;2.4;41;19.9;31;15
84;2021-03-21-2021-03-27;09;1037;58.9;853;82.3;14;1.4;104;10;66;6.4
84;2021-03-21-2021-03-27;19;2994;57;2500;83.5;90;3;196;6.5;208;6.9
84;2021-03-21-2021-03-27;29;2468;54.5;2035;82.5;60;2.4;195;7.9;178;7.2
84;2021-03-21-2021-03-27;39;2610;56;2168;83.1;84;3.2;176;6.7;182;7
84;2021-03-21-2021-03-27;49;2724;58;2266;83.2;85;3.1;175;6.4;198;7.3
84;2021-03-21-2021-03-27;59;2410;58.5;1980;82.2;86;3.6;154;6.4;190;7.9
84;2021-03-21-2021-03-27;69;1513;59.7;1206;79.7;55;3.6;124;8.2;128;8.5
84;2021-03-21-2021-03-27;79;1012;61.6;775;76.6;32;3.2;108;10.7;97;9.6
84;2021-03-21-2021-03-27;89;572;62.9;409;71.5;9;1.6;89;15.6;65;11.4
84;2021-03-21-2021-03-27;90;216;59.5;138;63.9;3;1.4;43;19.9;32;14.8
84;2021-03-22-2021-03-28;09;1050;59.1;864;82.3;15;1.4;104;9.9;67;6.4
84;2021-03-22-2021-03-28;19;2999;57;2503;83.5;91;3;196;6.5;209;7
84;2021-03-22-2021-03-28;29;2489;54.6;2053;82.5;61;2.5;196;7.9;179;7.2
84;2021-03-22-2021-03-28;39;2626;56.2;2184;83.2;85;3.2;178;6.8;179;6.8
84;2021-03-22-2021-03-28;49;2734;58;2275;83.2;85;3.1;177;6.5;197;7.2
84;2021-03-22-2021-03-28;59;2405;58.2;1980;82.3;87;3.6;151;6.3;187;7.8
84;2021-03-22-2021-03-28;69;1510;59.7;1206;79.9;56;3.7;123;8.1;125;8.3
84;2021-03-22-2021-03-28;79;1012;61.5;775;76.6;32;3.2;111;11;94;9.3
84;2021-03-22-2021-03-28;89;576;63.4;413;71.7;11;1.9;89;15.5;63;10.9
84;2021-03-22-2021-03-28;90;213;59.2;140;65.7;3;1.4;43;20.2;27;12.7
84;2021-03-23-2021-03-29;09;1108;60;905;81.7;19;1.7;116;10.5;68;6.1
84;2021-03-23-2021-03-29;19;3154;57.3;2656;84.2;97;3.1;207;6.6;194;6.2
84;2021-03-23-2021-03-29;29;2670;55.3;2223;83.3;71;2.7;204;7.6;172;6.4
84;2021-03-23-2021-03-29;39;2781;57.2;2322;83.5;84;3;198;7.1;177;6.4
84;2021-03-23-2021-03-29;49;2920;58.2;2464;84.4;85;2.9;194;6.6;177;6.1
84;2021-03-23-2021-03-29;59;2546;58.9;2150;84.4;81;3.2;144;5.7;171;6.7
84;2021-03-23-2021-03-29;69;1571;59.8;1273;81;57;3.6;120;7.6;121;7.7
84;2021-03-23-2021-03-29;79;1066;61.5;831;78;23;2.2;119;11.2;93;8.7
84;2021-03-23-2021-03-29;89;573;63.4;399;69.6;11;1.9;92;16.1;71;12.4
84;2021-03-23-2021-03-29;90;203;58.5;135;66.5;2;1;39;19.2;27;13.3
84;2021-03-24-2021-03-30;09;1173;60.5;958;81.7;21;1.8;116;9.9;78;6.6
84;2021-03-24-2021-03-30;19;3292;57.6;2775;84.3;102;3.1;216;6.6;199;6
84;2021-03-24-2021-03-30;29;2807;55.8;2349;83.7;78;2.8;219;7.8;161;5.7
84;2021-03-24-2021-03-30;39;2881;57.7;2432;84.4;89;3.1;198;6.9;162;5.6
84;2021-03-24-2021-03-30;49;3018;58.6;2539;84.1;87;2.9;201;6.7;191;6.3
84;2021-03-24-2021-03-30;59;2650;58.9;2264;85.4;75;2.8;148;5.6;163;6.2
84;2021-03-24-2021-03-30;69;1663;60.6;1381;83;49;2.9;118;7.1;115;6.9
84;2021-03-24-2021-03-30;79;1082;61.4;846;78.2;21;1.9;122;11.3;93;8.6
84;2021-03-24-2021-03-30;89;596;63.5;436;73.2;6;1;86;14.4;68;11.4
84;2021-03-24-2021-03-30;90;206;60.2;145;70.4;2;1;36;17.5;23;11.2
84;2021-03-25-2021-03-31;09;1205;61.7;980;81.3;24;2;113;9.4;88;7.3
84;2021-03-25-2021-03-31;19;3328;56.9;2806;84.3;101;3;218;6.6;203;6.1
84;2021-03-25-2021-03-31;29;2824;55.5;2351;83.3;87;3.1;240;8.5;146;5.2
84;2021-03-25-2021-03-31;39;2885;57.1;2447;84.8;92;3.2;194;6.7;152;5.3
84;2021-03-25-2021-03-31;49;3050;58.4;2570;84.3;78;2.6;208;6.8;194;6.4
84;2021-03-25-2021-03-31;59;2732;59.2;2355;86.2;66;2.4;154;5.6;157;5.7
84;2021-03-25-2021-03-31;69;1678;60.4;1418;84.5;44;2.6;108;6.4;108;6.4
84;2021-03-25-2021-03-31;79;1090;61.3;870;79.8;23;2.1;108;9.9;89;8.2
84;2021-03-25-2021-03-31;89;582;61.8;433;74.4;7;1.2;80;13.7;62;10.7
84;2021-03-25-2021-03-31;90;205;60.3;151;73.7;0;0;34;16.6;20;9.8
84;2021-03-26-2021-04-01;09;1262;64;1013;80.3;30;2.4;115;9.1;104;8.2
84;2021-03-26-2021-04-01;19;3541;59.5;3028;85.5;95;2.7;218;6.2;200;5.6
84;2021-03-26-2021-04-01;29;3009;57.8;2528;84;84;2.8;245;8.1;152;5.1
84;2021-03-26-2021-04-01;39;3046;59.6;2614;85.8;92;3;188;6.2;152;5
84;2021-03-26-2021-04-01;49;3211;61.2;2722;84.8;83;2.6;213;6.6;193;6
84;2021-03-26-2021-04-01;59;2869;61.4;2487;86.7;67;2.3;157;5.5;158;5.5
84;2021-03-26-2021-04-01;69;1787;62.8;1527;85.5;43;2.4;102;5.7;115;6.4
84;2021-03-26-2021-04-01;79;1149;62.5;936;81.5;25;2.2;101;8.8;87;7.6
84;2021-03-26-2021-04-01;89;605;62.9;464;76.7;9;1.5;69;11.4;63;10.4
84;2021-03-26-2021-04-01;90;206;61.3;153;74.3;0;0;33;16;20;9.7
84;2021-03-27-2021-04-02;09;1238;64.2;991;80;32;2.6;119;9.6;96;7.8
84;2021-03-27-2021-04-02;19;3568;59.5;3042;85.3;87;2.4;245;6.9;194;5.4
84;2021-03-27-2021-04-02;29;3155;58.1;2628;83.3;97;3.1;276;8.7;154;4.9
84;2021-03-27-2021-04-02;39;3067;59.9;2632;85.8;89;2.9;207;6.7;139;4.5
84;2021-03-27-2021-04-02;49;3240;60.8;2772;85.6;88;2.7;208;6.4;172;5.3
84;2021-03-27-2021-04-02;59;2879;60.9;2495;86.7;66;2.3;175;6.1;143;5
84;2021-03-27-2021-04-02;69;1810;63.1;1562;86.3;40;2.2;104;5.7;104;5.7
84;2021-03-27-2021-04-02;79;1138;61.7;926;81.4;26;2.3;97;8.5;89;7.8
84;2021-03-27-2021-04-02;89;619;63;480;77.5;14;2.3;65;10.5;60;9.7
84;2021-03-27-2021-04-02;90;204;62.4;154;75.5;0;0;31;15.2;19;9.3
84;2021-03-28-2021-04-03;09;1215;65.1;979;80.6;29;2.4;116;9.5;91;7.5
84;2021-03-28-2021-04-03;19;3581;59.9;3045;85;88;2.5;255;7.1;193;5.4
84;2021-03-28-2021-04-03;29;3183;57.8;2655;83.4;103;3.2;283;8.9;142;4.5
84;2021-03-28-2021-04-03;39;3082;59.4;2647;85.9;83;2.7;209;6.8;143;4.6
84;2021-03-28-2021-04-03;49;3227;60.5;2784;86.3;81;2.5;207;6.4;155;4.8
84;2021-03-28-2021-04-03;59;2896;61;2519;87;59;2;186;6.4;132;4.6
84;2021-03-28-2021-04-03;69;1811;62.5;1562;86.3;40;2.2;110;6.1;99;5.5
84;2021-03-28-2021-04-03;79;1140;61.8;934;81.9;28;2.5;94;8.2;84;7.4
84;2021-03-28-2021-04-03;89;632;63.7;486;76.9;17;2.7;63;10;66;10.4
84;2021-03-28-2021-04-03;90;207;64.7;156;75.4;2;1;30;14.5;19;9.2
84;2021-03-29-2021-04-04;09;1211;65.2;974;80.4;28;2.3;119;9.8;90;7.4
84;2021-03-29-2021-04-04;19;3575;59.9;3041;85.1;88;2.5;253;7.1;193;5.4
84;2021-03-29-2021-04-04;29;3190;57.9;2658;83.3;103;3.2;289;9.1;140;4.4
84;2021-03-29-2021-04-04;39;3083;59.1;2651;86;83;2.7;206;6.7;143;4.6
84;2021-03-29-2021-04-04;49;3220;60.1;2776;86.2;82;2.5;207;6.4;155;4.8
84;2021-03-29-2021-04-04;59;2906;61.3;2529;87;58;2;188;6.5;131;4.5
84;2021-03-29-2021-04-04;69;1806;62.2;1557;86.2;39;2.2;111;6.1;99;5.5
84;2021-03-29-2021-04-04;79;1133;61.7;931;82.2;30;2.6;88;7.8;84;7.4
84;2021-03-29-2021-04-04;89;629;63.4;492;78.2;15;2.4;59;9.4;63;10
84;2021-03-29-2021-04-04;90;207;64.9;157;75.8;2;1;29;14;19;9.2
84;2021-03-30-2021-04-05;09;973;65;777;79.9;23;2.4;98;10.1;75;7.7
84;2021-03-30-2021-04-05;19;2878;58.9;2444;84.9;67;2.3;208;7.2;159;5.5
84;2021-03-30-2021-04-05;29;2610;57.5;2177;83.4;77;3;248;9.5;108;4.1
84;2021-03-30-2021-04-05;39;2535;58.3;2180;86;65;2.6;183;7.2;107;4.2
84;2021-03-30-2021-04-05;49;2577;59.2;2203;85.5;67;2.6;176;6.8;131;5.1
84;2021-03-30-2021-04-05;59;2311;59.7;2000;86.5;50;2.2;167;7.2;94;4.1
84;2021-03-30-2021-04-05;69;1452;61.1;1257;86.6;32;2.2;90;6.2;73;5
84;2021-03-30-2021-04-05;79;910;60;752;82.6;28;3.1;71;7.8;59;6.5
84;2021-03-30-2021-04-05;89;544;62.5;437;80.3;15;2.8;46;8.5;46;8.5
84;2021-03-30-2021-04-05;90;180;64.7;138;76.7;2;1.1;26;14.4;14;7.8
84;2021-03-31-2021-04-06;09;897;62.9;717;79.9;20;2.2;99;11;61;6.8
84;2021-03-31-2021-04-06;19;2824;56.4;2402;85.1;50;1.8;220;7.8;152;5.4
84;2021-03-31-2021-04-06;29;2636;54.2;2198;83.4;70;2.7;257;9.7;111;4.2
84;2021-03-31-2021-04-06;39;2631;55.6;2259;85.9;59;2.2;204;7.8;109;4.1
84;2021-03-31-2021-04-06;49;2731;57;2355;86.2;64;2.3;187;6.8;125;4.6
84;2021-03-31-2021-04-06;59;2498;58.7;2154;86.2;61;2.4;181;7.2;102;4.1
84;2021-03-31-2021-04-06;69;1478;58.4;1266;85.7;38;2.6;100;6.8;74;5
84;2021-03-31-2021-04-06;79;965;57.7;805;83.4;27;2.8;75;7.8;58;6
84;2021-03-31-2021-04-06;89;559;60.4;437;78.2;16;2.9;57;10.2;49;8.8
84;2021-03-31-2021-04-06;90;195;61.3;151;77.4;3;1.5;23;11.8;18;9.2
84;2021-04-01-2021-04-07;09;813;60.9;630;77.5;20;2.5;108;13.3;55;6.8
84;2021-04-01-2021-04-07;19;2809;57.3;2388;85;43;1.5;226;8;152;5.4
84;2021-04-01-2021-04-07;29;2685;54.1;2263;84.3;60;2.2;254;9.5;108;4
84;2021-04-01-2021-04-07;39;2702;56;2325;86;53;2;219;8.1;105;3.9
84;2021-04-01-2021-04-07;49;2784;56.6;2412;86.6;66;2.4;189;6.8;117;4.2
84;2021-04-01-2021-04-07;59;2557;58.9;2213;86.5;60;2.3;186;7.3;98;3.8
84;2021-04-01-2021-04-07;69;1536;58.4;1318;85.8;39;2.5;108;7;71;4.6
84;2021-04-01-2021-04-07;79;979;57.9;822;84;24;2.5;74;7.6;59;6
84;2021-04-01-2021-04-07;89;583;61.4;455;78;18;3.1;60;10.3;50;8.6
84;2021-04-01-2021-04-07;90;213;62.6;167;78.4;5;2.3;22;10.3;19;8.9
84;2021-04-02-2021-04-08;09;741;59.9;581;78.4;14;1.9;105;14.2;41;5.5
84;2021-04-02-2021-04-08;19;2708;56.7;2292;84.6;46;1.7;223;8.2;147;5.4
84;2021-04-02-2021-04-08;29;2682;53.9;2266;84.5;53;2;257;9.6;106;4
84;2021-04-02-2021-04-08;39;2637;55.5;2280;86.5;54;2;213;8.1;90;3.4
84;2021-04-02-2021-04-08;49;2770;55.9;2395;86.5;64;2.3;197;7.1;114;4.1
84;2021-04-02-2021-04-08;59;2547;59.2;2201;86.4;63;2.5;185;7.3;98;3.8
84;2021-04-02-2021-04-08;69;1508;57.9;1283;85.1;40;2.7;118;7.8;67;4.4
84;2021-04-02-2021-04-08;79;970;58;815;84;21;2.2;74;7.6;60;6.2
84;2021-04-02-2021-04-08;89;577;61;454;78.7;18;3.1;60;10.4;45;7.8
84;2021-04-02-2021-04-08;90;201;61.1;158;78.6;7;3.5;20;10;16;8
84;2021-04-03-2021-04-09;09;704;59.4;566;80.4;12;1.7;92;13.1;34;4.8
84;2021-04-03-2021-04-09;19;2555;55.6;2177;85.2;48;1.9;201;7.9;129;5
84;2021-04-03-2021-04-09;29;2568;52.5;2192;85.4;44;1.7;230;9;102;4
84;2021-04-03-2021-04-09;39;2591;54.7;2276;87.8;49;1.9;185;7.1;81;3.1
84;2021-04-03-2021-04-09;49;2700;54.7;2347;86.9;56;2.1;186;6.9;111;4.1
84;2021-04-03-2021-04-09;59;2523;59.8;2198;87.1;63;2.5;171;6.8;91;3.6
84;2021-04-03-2021-04-09;69;1458;56.4;1241;85.1;39;2.7;113;7.8;65;4.5
84;2021-04-03-2021-04-09;79;953;57.3;812;85.2;22;2.3;68;7.1;51;5.4
84;2021-04-03-2021-04-09;89;567;60.1;447;78.8;16;2.8;59;10.4;45;7.9
84;2021-04-03-2021-04-09;90;215;62.1;175;81.4;8;3.7;20;9.3;12;5.6
84;2021-04-04-2021-04-10;09;709;59.5;573;80.8;13;1.8;92;13;31;4.4
84;2021-04-04-2021-04-10;19;2537;55.6;2181;86;41;1.6;194;7.6;121;4.8
84;2021-04-04-2021-04-10;29;2589;53.3;2216;85.6;43;1.7;224;8.7;106;4.1
84;2021-04-04-2021-04-10;39;2602;55.1;2270;87.2;57;2.2;190;7.3;85;3.3
84;2021-04-04-2021-04-10;49;2690;54.7;2338;86.9;65;2.4;176;6.5;111;4.1
84;2021-04-04-2021-04-10;59;2527;60;2212;87.5;62;2.5;163;6.5;90;3.6
84;2021-04-04-2021-04-10;69;1473;57;1259;85.5;34;2.3;117;7.9;63;4.3
84;2021-04-04-2021-04-10;79;960;57.9;821;85.5;21;2.2;70;7.3;48;5
84;2021-04-04-2021-04-10;89;571;60.2;456;79.9;14;2.5;62;10.9;39;6.8
84;2021-04-04-2021-04-10;90;216;60.8;175;81;6;2.8;23;10.6;12;5.6
84;2021-04-05-2021-04-11;09;704;59.4;571;81.1;14;2;88;12.5;31;4.4
84;2021-04-05-2021-04-11;19;2536;55.7;2181;86;41;1.6;194;7.6;120;4.7
84;2021-04-05-2021-04-11;29;2575;53;2205;85.6;44;1.7;220;8.5;106;4.1
84;2021-04-05-2021-04-11;39;2595;55.1;2257;87;58;2.2;194;7.5;86;3.3
84;2021-04-05-2021-04-11;49;2696;54.9;2343;86.9;67;2.5;175;6.5;111;4.1
84;2021-04-05-2021-04-11;59;2524;60;2210;87.6;62;2.5;162;6.4;90;3.6
84;2021-04-05-2021-04-11;69;1480;57.3;1270;85.8;34;2.3;115;7.8;61;4.1
84;2021-04-05-2021-04-11;79;956;58;818;85.6;19;2;70;7.3;49;5.1
84;2021-04-05-2021-04-11;89;580;60.5;460;79.3;14;2.4;64;11;42;7.2
84;2021-04-05-2021-04-11;90;215;59.6;173;80.5;6;2.8;23;10.7;13;6
84;2021-04-06-2021-04-12;09;869;61.1;710;81.7;18;2.1;104;12;37;4.3
84;2021-04-06-2021-04-12;19;3037;57.2;2636;86.8;48;1.6;221;7.3;132;4.3
84;2021-04-06-2021-04-12;29;3083;53.6;2648;85.9;61;2;253;8.2;121;3.9
84;2021-04-06-2021-04-12;39;3131;56;2744;87.6;71;2.3;217;6.9;99;3.2
84;2021-04-06-2021-04-12;49;3304;56.6;2893;87.6;81;2.5;202;6.1;128;3.9
84;2021-04-06-2021-04-12;59;3080;60.8;2707;87.9;69;2.2;196;6.4;108;3.5
84;2021-04-06-2021-04-12;69;1859;59.6;1613;86.8;42;2.3;130;7;74;4
84;2021-04-06-2021-04-12;79;1127;59.3;976;86.6;20;1.8;79;7;52;4.6
84;2021-04-06-2021-04-12;89;661;61.4;530;80.2;17;2.6;70;10.6;44;6.7
84;2021-04-06-2021-04-12;90;234;60;194;82.9;6;2.6;22;9.4;12;5.1
84;2021-04-07-2021-04-13;09;867;64.7;720;83;18;2.1;92;10.6;37;4.3
84;2021-04-07-2021-04-13;19;2898;60.1;2533;87.4;53;1.8;203;7;109;3.8
84;2021-04-07-2021-04-13;29;3012;56.5;2609;86.6;58;1.9;233;7.7;112;3.7
84;2021-04-07-2021-04-13;39;3013;58.9;2640;87.6;78;2.6;206;6.8;89;3
84;2021-04-07-2021-04-13;49;3133;59;2753;87.9;69;2.2;199;6.4;112;3.6
84;2021-04-07-2021-04-13;59;2884;62.5;2559;88.7;52;1.8;188;6.5;85;2.9
84;2021-04-07-2021-04-13;69;1816;62.6;1591;87.6;39;2.1;122;6.7;64;3.5
84;2021-04-07-2021-04-13;79;1084;61.8;939;86.6;19;1.8;79;7.3;47;4.3
84;2021-04-07-2021-04-13;89;626;62.8;520;83.1;15;2.4;60;9.6;31;5
84;2021-04-07-2021-04-13;90;231;63.3;187;81;7;3;25;10.8;12;5.2
84;2021-04-08-2021-04-14;09;851;65;722;84.8;14;1.6;86;10.1;29;3.4
84;2021-04-08-2021-04-14;19;2800;60.8;2452;87.6;58;2.1;198;7.1;92;3.3
84;2021-04-08-2021-04-14;29;2958;57.5;2547;86.1;63;2.1;235;7.9;113;3.8
84;2021-04-08-2021-04-14;39;2920;59.2;2559;87.6;76;2.6;206;7.1;79;2.7
84;2021-04-08-2021-04-14;49;3040;60.1;2674;88;65;2.1;198;6.5;103;3.4
84;2021-04-08-2021-04-14;59;2735;62.1;2433;89;50;1.8;182;6.7;70;2.6
84;2021-04-08-2021-04-14;69;1782;63.2;1569;88;37;2.1;115;6.5;61;3.4
84;2021-04-08-2021-04-14;79;1071;62.1;914;85.3;19;1.8;96;9;42;3.9
84;2021-04-08-2021-04-14;89;614;63.2;515;83.9;12;2;60;9.8;27;4.4
84;2021-04-08-2021-04-14;90;218;63.6;177;81.2;5;2.3;25;11.5;11;5
84;2021-04-09-2021-04-15;09;855;65.9;733;85.7;15;1.8;80;9.4;27;3.2
84;2021-04-09-2021-04-15;19;2700;61.8;2384;88.3;56;2.1;175;6.5;85;3.1
84;2021-04-09-2021-04-15;29;2914;58.7;2523;86.6;66;2.3;224;7.7;101;3.5
84;2021-04-09-2021-04-15;39;2940;60.6;2577;87.7;72;2.4;207;7;84;2.9
84;2021-04-09-2021-04-15;49;2965;61.1;2617;88.3;59;2;194;6.5;95;3.2
84;2021-04-09-2021-04-15;59;2708;62.4;2412;89.1;44;1.6;182;6.7;70;2.6
84;2021-04-09-2021-04-15;69;1775;64.1;1576;88.8;30;1.7;116;6.5;53;3
84;2021-04-09-2021-04-15;79;1068;62.9;923;86.4;13;1.2;96;9;36;3.4
84;2021-04-09-2021-04-15;89;604;63.5;505;83.6;11;1.8;62;10.3;26;4.3
84;2021-04-09-2021-04-15;90;224;63.5;183;81.7;3;1.3;23;10.3;15;6.7
84;2021-04-10-2021-04-16;09;834;66.6;722;86.6;14;1.7;70;8.4;28;3.4
84;2021-04-10-2021-04-16;19;2729;63.6;2425;88.9;55;2;163;6;86;3.2
84;2021-04-10-2021-04-16;29;2933;61;2570;87.6;64;2.2;213;7.3;86;2.9
84;2021-04-10-2021-04-16;39;2923;62.3;2541;86.9;76;2.6;211;7.2;95;3.3
