over_25,specimen_date,nhser_name,s_na,s_positive,s_negative,s_na_adj1,s_positive_adj1,s_negative_adj1,s_na_adj2,s_positive_adj2,s_negative_adj2
FALSE,2020-10-12,London,186,237,13,220,203,13,186,222,28
FALSE,2020-10-12,Midlands,535,689,10,584,640,10,535,662,37
FALSE,2020-10-12,North East and Yorkshire,172,1099,17,262,1009,17,172,1059,57
FALSE,2020-10-12,North West,68,1112,17,145,1035,17,68,1086,43
FALSE,2020-10-12,South East,128,146,6,145,129,6,128,139,13
FALSE,2020-10-12,South West,70,271,8,96,245,8,70,265,14
FALSE,2020-10-13,East of England,12,161,4,30,143,4,12,151,14
FALSE,2020-10-13,London,15,323,31,62,276,31,15,300,54
FALSE,2020-10-13,Midlands,439,668,9,487,620,9,439,650,27
FALSE,2020-10-13,North East and Yorkshire,30,1218,23,114,1134,23,30,1190,51
FALSE,2020-10-13,North West,62,1010,16,131,941,16,62,995,31
FALSE,2020-10-13,South East,122,234,5,139,217,5,122,228,11
FALSE,2020-10-13,South West,363,92,5,371,84,5,363,89,8
FALSE,2020-10-14,East of England,63,111,5,75,99,5,63,108,8
FALSE,2020-10-14,London,82,345,15,121,306,15,82,323,37
FALSE,2020-10-14,Midlands,753,341,5,783,311,5,753,328,18
FALSE,2020-10-14,North East and Yorkshire,180,1056,24,254,982,24,180,1028,52
FALSE,2020-10-14,North West,181,886,13,216,851,13,181,872,27
FALSE,2020-10-14,South East,160,196,10,186,170,10,160,178,28
FALSE,2020-10-14,South West,327,61,7,337,51,7,327,54,14
FALSE,2020-10-15,East of England,13,207,6,39,181,6,13,192,21
FALSE,2020-10-15,London,23,474,31,80,417,31,23,442,63
FALSE,2020-10-15,Midlands,395,569,7,440,524,7,395,550,26
FALSE,2020-10-15,North East and Yorkshire,45,1027,12,122,950,12,45,1007,32
FALSE,2020-10-15,North West,45,928,7,94,879,7,45,916,19
FALSE,2020-10-15,South East,86,201,16,107,180,16,86,194,23
FALSE,2020-10-15,South West,245,59,2,257,47,2,245,53,8
FALSE,2020-10-16,East of England,24,123,6,39,108,6,24,113,16
FALSE,2020-10-16,London,47,369,24,94,322,24,47,343,50
FALSE,2020-10-16,Midlands,612,262,5,631,243,5,612,257,10
FALSE,2020-10-16,North East and Yorkshire,564,395,11,604,355,11,564,380,26
FALSE,2020-10-16,North West,99,781,13,147,733,13,99,762,32
FALSE,2020-10-16,South East,107,196,4,123,180,4,107,184,16
FALSE,2020-10-16,South West,295,43,2,298,40,2,295,41,4
FALSE,2020-10-17,East of England,114,15,0,117,12,0,114,12,3
FALSE,2020-10-17,London,250,42,0,260,32,0,250,36,6
FALSE,2020-10-17,Midlands,461,182,4,471,172,4,461,176,10
FALSE,2020-10-17,North East and Yorkshire,418,378,6,455,341,6,418,362,22
FALSE,2020-10-17,North West,28,725,15,71,682,15,28,713,27
FALSE,2020-10-17,South East,196,28,1,205,19,1,196,23,6
FALSE,2020-10-17,South West,245,21,1,249,17,1,245,18,4
FALSE,2020-10-18,East of England,151,20,1,152,19,1,151,20,1
FALSE,2020-10-18,London,303,60,1,321,42,1,303,47,14
FALSE,2020-10-18,Midlands,418,191,3,432,177,3,418,185,9
FALSE,2020-10-18,North East and Yorkshire,405,357,9,430,332,9,405,349,17
FALSE,2020-10-18,North West,18,684,11,41,661,11,18,677,18
FALSE,2020-10-18,South East,208,31,0,211,28,0,208,29,2
FALSE,2020-10-18,South West,205,16,0,208,13,0,205,13,3
FALSE,2020-10-19,East of England,18,207,7,46,179,7,18,192,22
FALSE,2020-10-19,London,34,541,36,111,464,36,34,502,75
FALSE,2020-10-19,Midlands,528,755,22,585,698,22,528,729,48
FALSE,2020-10-19,North East and Yorkshire,55,1184,17,149,1090,17,55,1151,50
FALSE,2020-10-19,North West,54,1242,13,126,1170,13,54,1215,40
FALSE,2020-10-19,South East,113,296,11,147,262,11,113,279,28
FALSE,2020-10-19,South West,329,68,6,338,59,6,329,63,11
FALSE,2020-10-20,East of England,80,184,5,95,169,5,80,174,15
FALSE,2020-10-20,London,33,591,26,112,512,26,33,543,74
FALSE,2020-10-20,Midlands,463,671,10,526,608,10,463,649,32
FALSE,2020-10-20,North East and Yorkshire,46,1175,20,143,1078,20,46,1141,54
FALSE,2020-10-20,North West,66,1143,11,123,1086,11,66,1120,34
FALSE,2020-10-20,South East,141,340,23,196,285,23,141,306,57
FALSE,2020-10-20,South West,336,59,2,350,45,2,336,50,11
FALSE,2020-10-21,East of England,81,153,3,107,127,3,81,140,16
FALSE,2020-10-21,London,14,570,36,79,505,36,14,526,80
FALSE,2020-10-21,Midlands,481,720,14,538,663,14,481,694,40
FALSE,2020-10-21,North East and Yorkshire,32,1140,15,129,1043,15,32,1106,49
FALSE,2020-10-21,North West,39,1092,17,107,1024,17,39,1073,36
FALSE,2020-10-21,South East,119,355,18,161,313,18,119,332,41
FALSE,2020-10-21,South West,445,110,8,467,88,8,445,98,20
FALSE,2020-10-22,East of England,68,148,8,86,130,8,68,141,15
FALSE,2020-10-22,London,7,520,17,62,465,17,7,496,41
FALSE,2020-10-22,Midlands,436,703,5,506,633,5,436,671,37
FALSE,2020-10-22,North East and Yorkshire,35,1004,18,127,912,18,35,971,51
FALSE,2020-10-22,North West,34,931,19,98,867,19,34,910,40
FALSE,2020-10-22,South East,62,334,20,100,296,20,62,320,34
FALSE,2020-10-22,South West,232,213,9,251,194,9,232,203,19
FALSE,2020-10-23,East of England,89,140,3,116,113,3,89,126,17
FALSE,2020-10-23,London,42,439,21,98,383,21,42,410,50
FALSE,2020-10-23,Midlands,456,525,7,502,479,7,456,514,18
FALSE,2020-10-23,North East and Yorkshire,184,747,11,263,668,11,184,719,39
FALSE,2020-10-23,North West,71,878,15,123,826,15,71,871,22
FALSE,2020-10-23,South East,116,249,18,143,222,18,116,241,26
FALSE,2020-10-23,South West,359,80,3,363,76,3,359,77,6
FALSE,2020-10-24,East of England,79,67,1,88,58,1,79,64,4
FALSE,2020-10-24,London,150,194,9,178,166,9,150,177,26
FALSE,2020-10-24,Midlands,342,388,9,377,353,9,342,376,21
FALSE,2020-10-24,North East and Yorkshire,7,656,13,54,609,13,7,643,26
FALSE,2020-10-24,North West,6,653,10,55,604,10,6,639,24
FALSE,2020-10-24,South East,145,139,7,166,118,7,145,126,20
FALSE,2020-10-24,South West,147,146,7,159,134,7,147,138,15
FALSE,2020-10-25,East of England,99,17,0,104,12,0,99,12,5
FALSE,2020-10-25,London,241,54,7,254,41,7,241,47,14
FALSE,2020-10-25,Midlands,334,418,3,369,383,3,334,411,10
FALSE,2020-10-25,North East and Yorkshire,6,627,10,47,586,10,6,613,24
FALSE,2020-10-25,North West,8,623,4,43,588,4,8,616,11
FALSE,2020-10-25,South East,236,40,2,246,30,2,236,37,5
FALSE,2020-10-25,South West,295,25,2,298,22,2,295,25,2
FALSE,2020-10-26,East of England,75,186,14,104,157,14,75,170,30
FALSE,2020-10-26,London,8,541,30,77,472,30,8,499,72
FALSE,2020-10-26,Midlands,452,650,12,514,588,12,452,634,28
FALSE,2020-10-26,North East and Yorkshire,22,1015,18,110,927,18,22,998,35
FALSE,2020-10-26,North West,38,1047,13,110,975,13,38,1027,33
FALSE,2020-10-26,South East,117,334,33,158,293,33,117,319,48
FALSE,2020-10-26,South West,306,124,10,316,114,10,306,121,13
FALSE,2020-10-27,East of England,71,147,2,92,126,2,71,135,14
FALSE,2020-10-27,London,14,441,33,71,384,33,14,410,64
FALSE,2020-10-27,Midlands,165,838,10,224,779,10,165,825,23
FALSE,2020-10-27,North East and Yorkshire,24,960,15,97,887,15,24,946,29
FALSE,2020-10-27,North West,14,945,7,60,899,7,14,938,14
FALSE,2020-10-27,South East,131,321,31,179,273,31,131,295,57
FALSE,2020-10-27,South West,262,190,22,275,177,22,262,188,24
FALSE,2020-10-28,East of England,76,151,4,91,136,4,76,142,13
FALSE,2020-10-28,London,12,401,22,58,355,22,12,376,47
FALSE,2020-10-28,Midlands,335,741,14,426,650,14,335,704,51
FALSE,2020-10-28,North East and Yorkshire,27,949,21,132,844,21,27,923,47
FALSE,2020-10-28,North West,176,720,11,229,667,11,176,703,28
FALSE,2020-10-28,South East,121,289,38,153,257,38,121,270,57
FALSE,2020-10-28,South West,314,91,6,325,80,6,314,85,12
FALSE,2020-10-29,East of England,134,103,4,142,95,4,134,99,8
FALSE,2020-10-29,London,187,251,15,219,219,15,187,234,32
FALSE,2020-10-29,Midlands,462,555,13,526,491,13,462,527,41
FALSE,2020-10-29,North East and Yorkshire,27,923,11,135,815,11,27,892,42
FALSE,2020-10-29,North West,23,836,9,68,791,9,23,829,16
FALSE,2020-10-29,South East,279,132,15,302,109,15,279,120,27
FALSE,2020-10-29,South West,308,68,4,319,57,4,308,61,11
FALSE,2020-10-30,East of England,84,132,4,98,118,4,84,124,12
FALSE,2020-10-30,London,36,345,17,80,301,17,36,325,37
FALSE,2020-10-30,Midlands,355,641,8,426,570,8,355,611,38
FALSE,2020-10-30,North East and Yorkshire,24,938,22,115,847,22,24,904,56
FALSE,2020-10-30,North West,27,852,11,80,799,11,27,843,20
FALSE,2020-10-30,South East,154,264,23,174,244,23,154,253,34
FALSE,2020-10-30,South West,255,77,3,260,72,3,255,76,4
FALSE,2020-10-31,East of England,57,107,4,69,95,4,57,97,14
FALSE,2020-10-31,London,0,280,21,32,248,21,0,265,36
FALSE,2020-10-31,Midlands,228,492,8,275,445,8,228,464,36
FALSE,2020-10-31,North East and Yorkshire,9,695,14,85,619,14,9,663,46
FALSE,2020-10-31,North West,10,582,14,38,554,14,10,578,18
FALSE,2020-10-31,South East,80,208,14,104,184,14,80,197,25
FALSE,2020-10-31,South West,177,36,1,184,29,1,177,30,7
FALSE,2020-11-01,East of England,53,74,1,62,65,1,53,70,5
FALSE,2020-11-01,London,70,188,18,100,158,18,70,170,36
FALSE,2020-11-01,Midlands,409,167,4,435,141,4,409,155,16
FALSE,2020-11-01,North East and Yorkshire,11,807,14,87,731,14,11,767,54
FALSE,2020-11-01,North West,12,555,8,49,518,8,12,550,13
FALSE,2020-11-01,South East,69,148,22,93,124,22,69,139,31
FALSE,2020-11-01,South West,72,84,2,83,73,2,72,81,5
FALSE,2020-11-02,East of England,80,206,12,109,177,12,80,194,24
FALSE,2020-11-02,London,50,564,41,135,479,41,50,520,85
FALSE,2020-11-02,Midlands,485,934,19,612,807,19,485,889,64
FALSE,2020-11-02,North East and Yorkshire,38,1298,17,208,1128,17,38,1240,75
FALSE,2020-11-02,North West,49,1136,10,177,1008,10,49,1103,43
FALSE,2020-11-02,South East,111,395,41,172,334,41,111,369,67
FALSE,2020-11-02,South West,293,150,9,313,130,9,293,145,14
FALSE,2020-11-03,East of England,73,169,9,92,150,9,73,163,15
FALSE,2020-11-03,London,70,396,27,126,340,27,70,368,55
FALSE,2020-11-03,Midlands,347,812,9,469,690,9,347,764,57
FALSE,2020-11-03,North East and Yorkshire,45,1154,20,205,994,20,45,1098,76
FALSE,2020-11-03,North West,34,876,7,130,780,7,34,843,40
FALSE,2020-11-03,South East,138,296,36,185,249,36,138,274,58
FALSE,2020-11-03,South West,353,76,2,365,64,2,353,73,5
FALSE,2020-11-04,East of England,83,147,9,94,136,9,83,142,14
FALSE,2020-11-04,London,86,335,29,122,299,29,86,316,48
FALSE,2020-11-04,Midlands,448,582,12,525,505,12,448,550,44
FALSE,2020-11-04,North East and Yorkshire,24,1058,13,160,922,13,24,1013,58
FALSE,2020-11-04,North West,38,797,10,114,721,10,38,770,37
FALSE,2020-11-04,South East,179,276,42,214,241,42,179,260,58
FALSE,2020-11-04,South West,366,82,6,380,68,6,366,73,15
FALSE,2020-11-05,East of England,119,148,9,133,134,9,119,142,15
FALSE,2020-11-05,London,179,335,21,222,292,21,179,320,36
FALSE,2020-11-05,Midlands,445,711,17,523,633,17,445,676,52
FALSE,2020-11-05,North East and Yorkshire,27,1121,30,184,964,30,27,1064,87
FALSE,2020-11-05,North West,19,873,7,107,785,7,19,836,44
FALSE,2020-11-05,South East,229,198,30,263,164,30,229,180,48
FALSE,2020-11-05,South West,356,106,4,373,89,4,356,98,12
FALSE,2020-11-06,East of England,105,132,10,127,110,10,105,123,19
FALSE,2020-11-06,London,80,378,33,130,328,33,80,355,56
FALSE,2020-11-06,Midlands,352,752,14,449,655,14,352,710,56
FALSE,2020-11-06,North East and Yorkshire,28,1135,21,185,978,21,28,1072,84
FALSE,2020-11-06,North West,194,636,8,270,560,8,194,611,33
FALSE,2020-11-06,South East,149,285,46,185,249,46,149,268,63
FALSE,2020-11-06,South West,362,72,3,379,55,3,362,68,7
FALSE,2020-11-07,East of England,157,122,2,176,103,2,157,111,13
FALSE,2020-11-07,London,175,215,18,213,177,18,175,199,34
FALSE,2020-11-07,Midlands,385,569,13,461,493,13,385,545,37
FALSE,2020-11-07,North East and Yorkshire,10,913,19,110,813,19,10,870,62
FALSE,2020-11-07,North West,16,529,4,66,479,4,16,507,26
FALSE,2020-11-07,South East,210,187,34,233,164,34,210,178,43
FALSE,2020-11-07,South West,296,29,5,301,24,5,296,26,8
FALSE,2020-11-08,East of England,102,128,17,113,117,17,102,125,20
FALSE,2020-11-08,London,91,293,31,122,262,31,91,278,46
FALSE,2020-11-08,Midlands,418,590,19,478,530,19,418,569,40
FALSE,2020-11-08,North East and Yorkshire,10,884,17,111,783,17,10,844,57
FALSE,2020-11-08,North West,24,594,3,84,534,3,24,573,24
FALSE,2020-11-08,South East,57,354,59,93,318,59,57,334,79
FALSE,2020-11-08,South West,64,281,17,86,259,17,64,267,31
FALSE,2020-11-09,East of England,242,174,12,268,148,12,242,155,31
FALSE,2020-11-09,London,210,488,47,263,435,47,210,455,80
FALSE,2020-11-09,Midlands,694,840,24,821,713,24,694,758,106
FALSE,2020-11-09,North East and Yorkshire,25,1381,40,184,1222,40,25,1317,104
FALSE,2020-11-09,North West,110,930,6,193,847,6,110,898,38
FALSE,2020-11-09,South East,297,339,68,353,283,68,297,299,108
FALSE,2020-11-09,South West,377,90,9,383,84,9,377,86,13
FALSE,2020-11-10,East of England,208,118,12,226,100,12,208,104,26
FALSE,2020-11-10,London,272,376,45,333,315,45,272,334,87
FALSE,2020-11-10,Midlands,632,723,18,708,647,18,632,691,50
FALSE,2020-11-10,North East and Yorkshire,43,1185,25,172,1056,25,43,1111,99
FALSE,2020-11-10,North West,69,791,9,140,720,9,69,755,45
FALSE,2020-11-10,South East,204,353,63,246,311,63,204,321,95
FALSE,2020-11-10,South West,99,286,18,121,264,18,99,275,29
FALSE,2020-11-11,East of England,214,195,24,247,162,24,214,177,42
FALSE,2020-11-11,London,167,510,51,246,431,51,167,453,108
FALSE,2020-11-11,Midlands,528,913,22,656,785,22,528,825,110
FALSE,2020-11-11,North East and Yorkshire,33,1235,38,188,1080,38,33,1146,127
FALSE,2020-11-11,North West,68,752,10,137,683,10,68,723,39
FALSE,2020-11-11,South East,229,351,94,290,290,94,229,306,139
FALSE,2020-11-11,South West,227,148,7,242,133,7,227,143,12
FALSE,2020-11-12,East of England,175,148,26,196,127,26,175,136,38
FALSE,2020-11-12,London,231,463,50,307,387,50,231,414,99
FALSE,2020-11-12,Midlands,458,740,10,569,629,10,458,673,77
FALSE,2020-11-12,North East and Yorkshire,11,1068,11,148,931,11,11,984,95
FALSE,2020-11-12,North West,69,698,10,127,640,10,69,678,30
FALSE,2020-11-12,South East,210,345,105,267,288,105,210,305,145
FALSE,2020-11-12,South West,133,233,8,157,209,8,133,224,17
FALSE,2020-11-13,East of England,189,155,19,218,126,19,189,133,41
FALSE,2020-11-13,London,243,376,59,306,313,59,243,329,106
FALSE,2020-11-13,Midlands,511,665,12,614,562,12,511,600,77
FALSE,2020-11-13,North East and Yorkshire,13,998,26,135,876,26,13,937,87
FALSE,2020-11-13,North West,45,679,3,110,614,3,45,651,31
FALSE,2020-11-13,South East,232,367,85,281,318,85,232,342,110
FALSE,2020-11-13,South West,187,257,13,205,239,13,187,251,19
FALSE,2020-11-14,East of England,116,112,11,123,105,11,116,108,15
FALSE,2020-11-14,London,126,291,47,169,248,47,126,271,67
FALSE,2020-11-14,Midlands,323,640,21,398,565,21,323,601,60
FALSE,2020-11-14,North East and Yorkshire,17,819,22,104,732,22,17,776,65
FALSE,2020-11-14,North West,13,509,6,61,461,6,13,492,23
FALSE,2020-11-14,South East,123,289,62,164,248,62,123,262,89
FALSE,2020-11-14,South West,135,185,13,151,169,13,135,178,20
FALSE,2020-11-15,East of England,151,79,17,163,67,17,151,69,27
FALSE,2020-11-15,London,189,232,31,215,206,31,189,212,51
FALSE,2020-11-15,Midlands,255,507,9,323,439,9,255,462,54
FALSE,2020-11-15,North East and Yorkshire,12,711,12,103,620,12,12,662,61
FALSE,2020-11-15,North West,12,449,6,48,413,6,12,440,15
FALSE,2020-11-15,South East,156,212,57,181,187,57,156,195,74
FALSE,2020-11-15,South West,108,148,8,123,133,8,108,142,14
FALSE,2020-11-16,East of England,206,184,29,227,163,29,206,170,43
FALSE,2020-11-16,London,283,476,75,371,388,75,283,434,117
FALSE,2020-11-16,Midlands,425,962,12,551,836,12,425,914,60
FALSE,2020-11-16,North East and Yorkshire,36,1081,20,194,923,20,36,1006,95
FALSE,2020-11-16,North West,48,713,6,133,628,6,48,688,31
FALSE,2020-11-16,South East,266,366,110,318,314,110,266,340,136
FALSE,2020-11-16,South West,197,199,5,213,183,5,197,193,11
FALSE,2020-11-17,East of England,117,186,31,143,160,31,117,173,44
FALSE,2020-11-17,London,233,375,75,289,319,75,233,347,103
FALSE,2020-11-17,Midlands,111,1086,20,252,945,20,111,1013,93
FALSE,2020-11-17,North East and Yorkshire,32,1084,59,188,928,59,32,1029,114
FALSE,2020-11-17,North West,19,692,3,93,618,3,19,669,26
FALSE,2020-11-17,South East,159,300,95,201,258,95,159,279,116
FALSE,2020-11-17,South West,131,179,11,156,154,11,131,167,23
FALSE,2020-11-18,East of England,130,168,34,164,134,34,130,150,52
FALSE,2020-11-18,London,263,346,75,324,285,75,263,321,100
FALSE,2020-11-18,Midlands,37,1052,31,205,884,31,37,982,101
FALSE,2020-11-18,North East and Yorkshire,38,950,21,177,811,21,38,894,77
FALSE,2020-11-18,North West,9,577,7,62,524,7,9,561,23
FALSE,2020-11-18,South East,182,297,118,239,240,118,182,272,143
FALSE,2020-11-18,South West,157,117,6,176,98,6,157,112,11
FALSE,2020-11-19,East of England,149,154,42,172,131,42,149,145,51
FALSE,2020-11-19,London,195,338,76,246,287,76,195,319,95
FALSE,2020-11-19,Midlands,61,899,12,187,773,12,61,857,54
FALSE,2020-11-19,North East and Yorkshire,13,798,17,132,679,17,13,752,63
FALSE,2020-11-19,North West,26,478,5,73,431,5,26,459,24
FALSE,2020-11-19,South East,141,233,96,167,207,96,141,222,107
FALSE,2020-11-19,South West,102,136,1,112,126,1,102,135,2
FALSE,2020-11-20,East of England,158,127,22,177,108,22,158,118,31
FALSE,2020-11-20,London,191,289,76,256,224,76,191,262,103
FALSE,2020-11-20,Midlands,56,838,22,179,715,22,56,794,66
FALSE,2020-11-20,North East and Yorkshire,14,668,20,137,545,20,14,632,56
FALSE,2020-11-20,North West,14,436,2,65,385,2,14,419,19
FALSE,2020-11-20,South East,158,231,97,199,190,97,158,207,121
FALSE,2020-11-20,South West,102,113,13,123,92,13,102,106,20
FALSE,2020-11-21,East of England,101,79,18,125,55,18,101,66,31
FALSE,2020-11-21,London,120,223,55,163,180,55,120,202,76
FALSE,2020-11-21,Midlands,19,639,15,118,540,15,19,613,41
FALSE,2020-11-21,North East and Yorkshire,13,429,12,71,371,12,13,414,27
FALSE,2020-11-21,North West,3,300,2,41,262,2,3,290,12
FALSE,2020-11-21,South East,97,186,83,127,156,83,97,173,96
FALSE,2020-11-21,South West,80,76,5,89,67,5,80,71,10
FALSE,2020-11-22,East of England,78,109,21,100,87,21,78,99,31
FALSE,2020-11-22,London,130,221,70,185,166,70,130,198,93
FALSE,2020-11-22,Midlands,18,554,21,117,455,21,18,517,58
FALSE,2020-11-22,North East and Yorkshire,16,445,14,107,354,14,16,392,67
FALSE,2020-11-22,North West,3,276,7,37,242,7,3,264,19
FALSE,2020-11-22,South East,82,183,94,114,151,94,82,167,110
FALSE,2020-11-22,South West,69,54,4,76,47,4,69,54,4
FALSE,2020-11-23,East of England,167,142,55,193,116,55,167,120,77
FALSE,2020-11-23,London,255,344,113,317,282,113,255,308,149
FALSE,2020-11-23,Midlands,42,877,24,181,738,24,42,805,96
FALSE,2020-11-23,North East and Yorkshire,39,688,24,160,567,24,39,625,87
FALSE,2020-11-23,North West,8,492,11,69,431,11,8,475,28
FALSE,2020-11-23,South East,243,217,143,282,178,143,243,189,171
FALSE,2020-11-23,South West,107,119,13,124,102,13,107,112,20
FALSE,2020-11-24,East of England,141,86,46,152,75,46,141,80,52
FALSE,2020-11-24,London,194,321,123,240,275,123,194,301,143
FALSE,2020-11-24,Midlands,43,723,21,152,614,21,43,679,65
FALSE,2020-11-24,North East and Yorkshire,31,495,22,109,417,22,31,460,57
FALSE,2020-11-24,North West,11,436,8,71,376,8,11,419,25
FALSE,2020-11-24,South East,230,147,100,257,120,100,230,129,118
FALSE,2020-11-24,South West,109,59,7,121,47,7,109,54,12
FALSE,2020-11-25,East of England,158,122,54,177,103,54,158,113,63
FALSE,2020-11-25,London,262,267,158,306,223,158,262,247,178
FALSE,2020-11-25,Midlands,36,784,26,163,657,26,36,751,59
FALSE,2020-11-25,North East and Yorkshire,30,558,11,121,467,11,30,522,47
FALSE,2020-11-25,North West,11,449,6,85,375,6,11,427,28
FALSE,2020-11-25,South East,196,188,142,246,138,142,196,168,162
FALSE,2020-11-25,South West,109,84,12,133,60,12,109,71,25
FALSE,2020-11-26,East of England,102,130,59,116,116,59,102,123,66
FALSE,2020-11-26,London,217,231,146,255,193,146,217,217,160
FALSE,2020-11-26,Midlands,35,628,34,136,527,34,35,592,70
FALSE,2020-11-26,North East and Yorkshire,29,487,11,101,415,11,29,460,38
FALSE,2020-11-26,North West,10,377,5,62,325,5,10,358,24
FALSE,2020-11-26,South East,171,162,132,207,126,132,171,141,153
FALSE,2020-11-26,South West,89,96,15,109,76,15,89,89,22
FALSE,2020-11-27,East of England,144,119,55,176,87,55,144,102,72
FALSE,2020-11-27,London,207,295,170,268,234,170,207,266,199
FALSE,2020-11-27,Midlands,27,539,12,112,454,12,27,511,40
FALSE,2020-11-27,North East and Yorkshire,21,432,27,118,335,27,21,390,69
FALSE,2020-11-27,North West,8,332,5,61,279,5,8,314,23
FALSE,2020-11-27,South East,150,178,165,195,133,165,150,151,192
FALSE,2020-11-27,South West,98,81,8,112,67,8,98,75,14
FALSE,2020-11-28,East of England,133,62,31,151,44,31,133,56,37
FALSE,2020-11-28,London,163,186,146,199,150,146,163,169,163
FALSE,2020-11-28,Midlands,23,422,32,96,349,32,23,407,47
FALSE,2020-11-28,North East and Yorkshire,18,350,15,95,273,15,18,313,52
FALSE,2020-11-28,North West,1,243,4,50,194,4,1,231,16
FALSE,2020-11-28,South East,126,123,129,154,95,129,126,110,142
FALSE,2020-11-28,South West,62,45,10,71,36,10,62,42,13
FALSE,2020-11-29,East of England,104,79,44,118,65,44,104,72,51
FALSE,2020-11-29,London,174,189,133,208,155,133,174,178,144
FALSE,2020-11-29,Midlands,32,366,21,72,326,21,32,354,33
FALSE,2020-11-29,North East and Yorkshire,11,288,11,63,236,11,11,268,31
FALSE,2020-11-29,North West,6,228,5,51,183,5,6,213,20
FALSE,2020-11-29,South East,145,103,142,162,86,142,145,90,155
FALSE,2020-11-29,South West,73,50,6,79,44,6,73,48,8
FALSE,2020-11-30,East of England,213,149,95,229,133,95,213,140,104
FALSE,2020-11-30,London,261,317,258,314,264,258,261,287,288
FALSE,2020-11-30,Midlands,55,652,37,140,567,37,55,627,62
FALSE,2020-11-30,North East and Yorkshire,32,509,24,139,402,24,32,465,68
FALSE,2020-11-30,North West,10,348,9,59,299,9,10,337,20
FALSE,2020-11-30,South East,238,166,225,272,132,225,238,145,246
FALSE,2020-11-30,South West,68,62,11,78,52,11,68,59,14
FALSE,2020-12-01,East of England,137,156,97,160,133,97,137,144,109
FALSE,2020-12-01,London,233,292,242,296,229,242,233,262,272
FALSE,2020-12-01,Midlands,28,568,54,100,496,54,28,542,80
FALSE,2020-12-01,North East and Yorkshire,42,434,21,140,336,21,42,394,61
FALSE,2020-12-01,North West,11,360,14,63,308,14,11,340,34
FALSE,2020-12-01,South East,180,184,209,218,146,209,180,166,227
FALSE,2020-12-01,South West,71,52,8,83,40,8,71,51,9
FALSE,2020-12-02,East of England,157,120,110,168,109,110,157,114,116
FALSE,2020-12-02,London,303,265,267,354,214,267,303,236,296
FALSE,2020-12-02,Midlands,41,534,55,103,472,55,41,510,79
FALSE,2020-12-02,North East and Yorkshire,49,402,24,130,321,24,49,373,53
FALSE,2020-12-02,North West,13,287,17,60,240,17,13,277,27
FALSE,2020-12-02,South East,218,161,231,239,140,231,218,146,246
FALSE,2020-12-02,South West,82,53,8,96,39,8,82,50,11
FALSE,2020-12-03,East of England,182,119,104,197,104,104,182,111,112
FALSE,2020-12-03,London,301,230,235,340,191,235,301,200,265
FALSE,2020-12-03,Midlands,44,526,43,102,468,43,44,507,62
FALSE,2020-12-03,North East and Yorkshire,32,352,21,105,279,21,32,327,46
FALSE,2020-12-03,North West,5,279,12,41,243,12,5,270,21
FALSE,2020-12-03,South East,217,149,245,253,113,245,217,126,268
FALSE,2020-12-03,South West,78,66,8,93,51,8,78,63,11
FALSE,2020-12-04,East of England,206,103,94,231,78,94,206,92,105
FALSE,2020-12-04,London,500,217,227,547,170,227,500,196,248
FALSE,2020-12-04,Midlands,24,499,43,94,429,43,24,471,71
FALSE,2020-12-04,North East and Yorkshire,61,308,40,107,262,40,61,285,63
FALSE,2020-12-04,North West,12,256,11,43,225,11,12,249,18
FALSE,2020-12-04,South East,245,169,230,284,130,230,245,145,254
FALSE,2020-12-04,South West,61,67,7,70,58,7,61,64,10
FALSE,2020-12-05,East of England,102,115,133,127,90,133,102,103,145
FALSE,2020-12-05,London,146,239,259,189,196,259,146,213,285
FALSE,2020-12-05,Midlands,24,382,43,68,338,43,24,365,60
FALSE,2020-12-05,North East and Yorkshire,49,230,8,83,196,8,49,210,28
FALSE,2020-12-05,North West,9,187,13,38,158,13,9,181,19
FALSE,2020-12-05,South East,86,157,269,132,111,269,86,129,297
FALSE,2020-12-05,South West,60,45,12,72,33,12,60,39,18
FALSE,2020-12-06,East of England,111,118,153,136,93,153,111,101,170
FALSE,2020-12-06,London,118,270,302,164,224,302,118,247,325
FALSE,2020-12-06,Midlands,14,400,52,61,353,52,14,386,66
FALSE,2020-12-06,North East and Yorkshire,48,226,19,96,178,19,48,200,45
FALSE,2020-12-06,North West,5,240,10,39,206,10,5,239,11
FALSE,2020-12-06,South East,113,143,299,146,110,299,113,120,322
FALSE,2020-12-06,South West,60,45,12,67,38,12,60,45,12
FALSE,2020-12-07,East of England,290,159,265,324,125,265,290,136,288
FALSE,2020-12-07,London,278,356,462,344,290,462,278,316,502
FALSE,2020-12-07,Midlands,49,593,90,113,529,90,49,563,120
FALSE,2020-12-07,North East and Yorkshire,44,429,38,136,337,38,44,374,93
FALSE,2020-12-07,North West,11,360,26,67,304,26,11,347,39
FALSE,2020-12-07,South East,183,227,448,235,175,448,183,189,486
FALSE,2020-12-07,South West,61,64,21,73,52,21,61,57,28
FALSE,2020-12-08,East of England,241,121,265,264,98,265,241,106,280
FALSE,2020-12-08,London,474,226,381,501,199,381,474,206,401
FALSE,2020-12-08,Midlands,40,583,91,156,467,91,40,524,150
FALSE,2020-12-08,North East and Yorkshire,71,392,32,161,302,32,71,340,84
FALSE,2020-12-08,North West,11,305,19,68,248,19,11,295,29
