over_25,specimen_date,nhser_name,s_na,s_positive,s_negative,s_na_adj1,s_positive_adj1,s_negative_adj1,s_na_adj2,s_positive_adj2,s_negative_adj2
TRUE,2021-02-09,South West,253,41,183,286,8,183,253,12,212
TRUE,2021-02-10,East of England,550,48,199,594,4,199,550,3,244
TRUE,2021-02-10,London,647,49,208,692,4,208,647,5,252
TRUE,2021-02-10,Midlands,1293,96,429,1374,15,429,1293,19,506
TRUE,2021-02-10,North East and Yorkshire,35,189,1013,168,56,1013,35,62,1140
TRUE,2021-02-10,North West,70,151,877,183,38,877,70,48,980
TRUE,2021-02-10,South East,440,61,304,493,8,304,440,8,357
TRUE,2021-02-10,South West,303,50,155,346,7,155,303,7,198
TRUE,2021-02-11,East of England,403,39,214,435,7,214,403,6,247
TRUE,2021-02-11,London,555,61,216,612,4,216,555,6,271
TRUE,2021-02-11,Midlands,1103,87,502,1172,18,502,1103,25,564
TRUE,2021-02-11,North East and Yorkshire,28,155,1017,134,49,1017,28,52,1120
TRUE,2021-02-11,North West,68,138,917,176,30,917,68,34,1021
TRUE,2021-02-11,South East,375,59,279,425,9,279,375,9,329
TRUE,2021-02-11,South West,252,35,148,282,5,148,252,6,177
TRUE,2021-02-12,East of England,389,35,187,420,4,187,389,4,218
TRUE,2021-02-12,London,531,29,189,555,5,189,531,5,213
TRUE,2021-02-12,Midlands,1102,93,492,1182,13,492,1102,16,569
TRUE,2021-02-12,North East and Yorkshire,20,146,956,126,40,956,20,42,1060
TRUE,2021-02-12,North West,97,107,810,179,25,810,97,30,887
TRUE,2021-02-12,South East,414,59,264,466,7,264,414,7,316
TRUE,2021-02-12,South West,252,43,140,291,4,140,252,4,179
TRUE,2021-02-13,East of England,328,20,145,345,3,145,328,3,162
TRUE,2021-02-13,London,371,14,117,384,1,117,371,1,130
TRUE,2021-02-13,Midlands,847,31,327,871,7,327,847,9,349
TRUE,2021-02-13,North East and Yorkshire,7,113,787,78,42,787,7,46,854
TRUE,2021-02-13,North West,23,72,696,82,13,696,23,13,755
TRUE,2021-02-13,South East,283,29,194,309,3,194,283,4,219
TRUE,2021-02-13,South West,166,18,110,184,0,110,166,2,126
TRUE,2021-02-14,East of England,271,10,128,278,3,128,271,3,135
TRUE,2021-02-14,London,301,27,206,324,4,206,301,4,229
TRUE,2021-02-14,Midlands,836,32,272,863,5,272,836,5,299
TRUE,2021-02-14,North East and Yorkshire,11,82,841,66,27,841,11,30,893
TRUE,2021-02-14,North West,29,77,668,90,16,668,29,21,724
TRUE,2021-02-14,South East,230,24,215,251,3,215,230,3,236
TRUE,2021-02-14,South West,153,19,95,169,3,95,153,4,110
TRUE,2021-02-15,East of England,460,20,225,477,3,225,460,4,241
TRUE,2021-02-15,London,534,58,275,588,4,275,534,5,328
TRUE,2021-02-15,Midlands,1532,74,568,1593,13,568,1532,15,627
TRUE,2021-02-15,North East and Yorkshire,68,160,1235,189,39,1235,68,40,1355
TRUE,2021-02-15,North West,187,129,1089,289,27,1089,187,32,1186
TRUE,2021-02-15,South East,376,55,346,427,4,346,376,3,398
TRUE,2021-02-15,South West,277,21,128,297,1,128,277,4,145
TRUE,2021-02-16,East of England,387,31,210,415,3,210,387,2,239
TRUE,2021-02-16,London,426,40,231,463,3,231,426,3,268
TRUE,2021-02-16,Midlands,1308,85,481,1377,16,481,1308,16,550
TRUE,2021-02-16,North East and Yorkshire,41,175,1154,177,39,1154,41,43,1286
TRUE,2021-02-16,North West,131,101,847,220,12,847,131,17,931
TRUE,2021-02-16,South East,320,43,308,360,3,308,320,3,348
TRUE,2021-02-16,South West,191,31,130,215,7,130,191,8,153
TRUE,2021-02-17,East of England,325,27,208,347,5,208,325,6,229
TRUE,2021-02-17,London,408,31,190,432,7,190,408,8,213
TRUE,2021-02-17,Midlands,1173,55,450,1213,15,450,1173,17,488
TRUE,2021-02-17,North East and Yorkshire,55,116,1100,136,35,1100,55,37,1179
TRUE,2021-02-17,North West,89,106,811,176,19,811,89,21,896
TRUE,2021-02-17,South East,321,28,256,340,9,256,321,9,275
TRUE,2021-02-17,South West,220,18,132,232,6,132,220,6,144
TRUE,2021-02-18,East of England,384,19,186,400,3,186,384,4,201
TRUE,2021-02-18,London,377,37,223,406,8,223,377,10,250
TRUE,2021-02-18,Midlands,1146,82,441,1217,11,441,1146,12,511
TRUE,2021-02-18,North East and Yorkshire,29,134,1123,137,26,1123,29,30,1227
TRUE,2021-02-18,North West,92,80,792,157,15,792,92,17,855
TRUE,2021-02-18,South East,325,49,270,364,10,270,325,10,309
TRUE,2021-02-18,South West,249,28,154,273,4,154,249,5,177
TRUE,2021-02-19,East of England,271,26,162,295,2,162,271,2,186
TRUE,2021-02-19,London,370,50,171,413,7,171,370,8,213
TRUE,2021-02-19,Midlands,920,81,420,987,14,420,920,14,487
TRUE,2021-02-19,North East and Yorkshire,62,143,903,176,29,903,62,33,1013
TRUE,2021-02-19,North West,82,69,718,142,9,718,82,11,776
TRUE,2021-02-19,South East,317,44,215,355,6,215,317,7,252
TRUE,2021-02-19,South West,206,40,115,242,4,115,206,4,151
TRUE,2021-02-20,East of England,268,40,128,304,4,128,268,3,165
TRUE,2021-02-20,London,247,49,182,291,5,182,247,4,227
TRUE,2021-02-20,Midlands,591,47,385,631,7,385,591,7,425
TRUE,2021-02-20,North East and Yorkshire,13,98,757,95,16,757,13,16,839
TRUE,2021-02-20,North West,344,38,340,369,13,340,344,14,364
TRUE,2021-02-20,South East,171,35,219,203,3,219,171,3,251
TRUE,2021-02-20,South West,193,20,52,210,3,52,193,2,70
TRUE,2021-02-21,East of England,256,17,77,271,2,77,256,2,92
TRUE,2021-02-21,London,342,29,73,367,4,73,342,7,95
TRUE,2021-02-21,Midlands,676,56,374,724,8,374,676,8,422
TRUE,2021-02-21,North East and Yorkshire,16,101,764,98,19,764,16,20,845
TRUE,2021-02-21,North West,17,52,666,61,8,666,17,11,707
TRUE,2021-02-21,South East,238,28,141,262,4,141,238,5,164
TRUE,2021-02-21,South West,187,8,33,195,0,33,187,0,41
TRUE,2021-02-22,East of England,340,18,164,357,1,164,340,3,179
TRUE,2021-02-22,London,380,26,165,400,6,165,380,6,185
TRUE,2021-02-22,Midlands,1107,73,548,1171,9,548,1107,9,612
TRUE,2021-02-22,North East and Yorkshire,65,114,969,164,15,969,65,20,1063
TRUE,2021-02-22,North West,190,74,788,257,7,788,190,12,850
TRUE,2021-02-22,South East,291,40,281,323,8,281,291,10,311
TRUE,2021-02-22,South West,261,8,93,268,1,93,261,1,100
TRUE,2021-02-23,East of England,396,28,150,421,3,150,396,7,171
TRUE,2021-02-23,London,338,24,177,362,0,177,338,0,201
TRUE,2021-02-23,Midlands,938,68,395,998,8,395,938,9,454
TRUE,2021-02-23,North East and Yorkshire,44,93,872,121,16,872,44,16,949
TRUE,2021-02-23,North West,98,46,620,135,9,620,98,11,655
TRUE,2021-02-23,South East,206,39,242,239,6,242,206,6,275
TRUE,2021-02-23,South West,177,20,63,196,1,63,177,2,81
TRUE,2021-02-24,East of England,215,15,138,230,0,138,215,2,151
TRUE,2021-02-24,London,239,22,140,259,2,140,239,2,160
TRUE,2021-02-24,Midlands,723,56,383,772,7,383,723,7,432
TRUE,2021-02-24,North East and Yorkshire,41,79,852,117,3,852,41,3,928
TRUE,2021-02-24,North West,94,57,614,140,11,614,94,11,660
TRUE,2021-02-24,South East,211,31,203,239,3,203,211,4,230
TRUE,2021-02-24,South West,152,11,72,163,0,72,152,0,83
TRUE,2021-02-25,East of England,172,15,148,186,1,148,172,1,162
TRUE,2021-02-25,London,246,19,116,261,4,116,246,4,131
TRUE,2021-02-25,Midlands,610,76,313,678,8,313,610,12,377
TRUE,2021-02-25,North East and Yorkshire,28,80,780,99,9,780,28,8,852
TRUE,2021-02-25,North West,153,35,531,186,2,531,153,4,562
TRUE,2021-02-25,South East,162,25,198,186,1,198,162,1,222
TRUE,2021-02-25,South West,164,6,37,169,1,37,164,1,42
TRUE,2021-02-26,East of England,196,15,126,209,2,126,196,2,139
TRUE,2021-02-26,London,219,21,107,236,4,107,219,5,123
TRUE,2021-02-26,Midlands,546,38,255,580,4,255,546,5,288
TRUE,2021-02-26,North East and Yorkshire,9,76,700,68,17,700,9,16,760
TRUE,2021-02-26,North West,42,42,413,80,4,413,42,3,452
TRUE,2021-02-26,South East,158,15,167,169,4,167,158,4,178
TRUE,2021-02-26,South West,138,9,44,146,1,44,138,1,52
TRUE,2021-02-27,East of England,120,11,93,129,2,93,120,1,103
TRUE,2021-02-27,London,171,25,104,192,4,104,171,5,124
TRUE,2021-02-27,Midlands,419,30,191,448,1,191,419,3,218
TRUE,2021-02-27,North East and Yorkshire,8,32,566,37,3,566,8,4,594
TRUE,2021-02-27,North West,13,25,347,35,3,347,13,3,369
TRUE,2021-02-27,South East,98,15,141,110,3,141,98,3,153
TRUE,2021-02-27,South West,92,10,28,102,0,28,92,1,37
TRUE,2021-02-28,East of England,94,21,108,114,1,108,94,2,127
TRUE,2021-02-28,London,135,41,107,172,4,107,135,5,143
TRUE,2021-02-28,Midlands,402,23,157,420,5,157,402,5,175
TRUE,2021-02-28,North East and Yorkshire,7,40,492,39,8,492,7,8,524
TRUE,2021-02-28,North West,10,36,309,38,8,309,10,8,337
TRUE,2021-02-28,South East,90,20,118,109,1,118,90,1,137
TRUE,2021-02-28,South West,91,6,23,97,0,23,91,0,29
TRUE,2021-03-01,East of England,155,17,123,171,1,123,155,1,139
TRUE,2021-03-01,London,158,21,101,174,5,101,158,6,116
TRUE,2021-03-01,Midlands,623,40,273,657,6,273,623,6,307
TRUE,2021-03-01,North East and Yorkshire,42,75,710,104,13,710,42,12,773
TRUE,2021-03-01,North West,123,47,379,164,6,379,123,7,419
TRUE,2021-03-01,South East,134,36,131,166,4,131,134,4,163
TRUE,2021-03-01,South West,123,24,68,145,2,68,123,2,90
TRUE,2021-03-02,East of England,154,16,112,165,5,112,154,5,123
TRUE,2021-03-02,London,218,14,138,229,3,138,218,4,148
TRUE,2021-03-02,Midlands,537,43,273,570,10,273,537,10,306
TRUE,2021-03-02,North East and Yorkshire,41,59,665,96,4,665,41,3,721
TRUE,2021-03-02,North West,104,50,340,149,5,340,104,7,383
TRUE,2021-03-02,South East,118,15,166,130,3,166,118,3,178
TRUE,2021-03-02,South West,93,10,65,102,1,65,93,3,72
TRUE,2021-03-03,East of England,156,9,88,165,0,88,156,1,96
TRUE,2021-03-03,London,191,29,99,214,6,99,191,6,122
TRUE,2021-03-03,Midlands,425,28,225,444,9,225,425,9,244
TRUE,2021-03-03,North East and Yorkshire,27,58,611,74,11,611,27,10,659
TRUE,2021-03-03,North West,28,36,375,60,4,375,28,5,406
TRUE,2021-03-03,South East,114,19,142,129,4,142,114,4,157
TRUE,2021-03-03,South West,105,6,55,111,0,55,105,0,61
TRUE,2021-03-04,East of England,148,10,84,156,2,84,148,2,92
TRUE,2021-03-04,London,153,17,91,168,2,91,153,2,106
TRUE,2021-03-04,Midlands,406,31,222,432,5,222,406,7,246
TRUE,2021-03-04,North East and Yorkshire,17,67,559,77,7,559,17,6,620
TRUE,2021-03-04,North West,59,37,376,91,5,376,59,6,407
TRUE,2021-03-04,South East,82,9,96,91,0,96,82,0,105
TRUE,2021-03-04,South West,92,10,43,102,0,43,92,0,53
TRUE,2021-03-05,East of England,125,13,77,138,0,77,125,1,89
TRUE,2021-03-05,London,140,13,91,151,2,91,140,2,102
TRUE,2021-03-05,Midlands,331,35,207,363,3,207,331,1,241
TRUE,2021-03-05,North East and Yorkshire,35,60,542,92,3,542,35,4,598
TRUE,2021-03-05,North West,54,43,275,90,7,275,54,7,311
TRUE,2021-03-05,South East,90,14,105,102,2,105,90,1,118
TRUE,2021-03-05,South West,68,22,36,89,1,36,68,0,58
TRUE,2021-03-06,East of England,65,6,81,70,1,81,65,1,86
TRUE,2021-03-06,London,100,13,99,110,3,99,100,3,109
TRUE,2021-03-06,Midlands,273,34,164,303,4,164,273,4,194
TRUE,2021-03-06,North East and Yorkshire,9,58,451,62,5,451,9,4,505
TRUE,2021-03-06,North West,21,37,289,57,1,289,21,2,324
TRUE,2021-03-06,South East,80,7,111,86,1,111,80,1,117
TRUE,2021-03-06,South West,71,5,29,75,1,29,71,1,33
TRUE,2021-03-07,East of England,67,6,73,73,0,73,67,1,78
TRUE,2021-03-07,London,83,25,108,99,9,108,83,10,123
TRUE,2021-03-07,Midlands,264,23,143,283,4,143,264,4,162
TRUE,2021-03-07,North East and Yorkshire,12,34,383,44,2,383,12,1,416
TRUE,2021-03-07,North West,6,26,287,32,0,287,6,1,312
TRUE,2021-03-07,South East,60,9,103,66,3,103,60,3,109
TRUE,2021-03-07,South West,89,1,19,90,0,19,89,0,20
TRUE,2021-03-08,East of England,140,14,91,151,3,91,140,3,102
TRUE,2021-03-08,London,116,42,137,151,7,137,116,8,171
TRUE,2021-03-08,Midlands,416,36,239,447,5,239,416,5,270
TRUE,2021-03-08,North East and Yorkshire,54,68,624,113,9,624,54,9,683
TRUE,2021-03-08,North West,46,43,402,86,3,402,46,5,440
TRUE,2021-03-08,South East,109,22,133,123,8,133,109,9,146
TRUE,2021-03-08,South West,93,7,48,99,1,48,93,1,54
TRUE,2021-03-09,East of England,54,14,142,63,5,142,54,6,150
TRUE,2021-03-09,London,126,36,146,157,5,146,126,5,177
TRUE,2021-03-09,Midlands,163,44,387,205,2,387,163,3,428
TRUE,2021-03-09,North East and Yorkshire,15,74,663,86,3,663,15,3,734
TRUE,2021-03-09,North West,23,32,397,52,3,397,23,3,426
TRUE,2021-03-09,South East,107,20,126,126,1,126,107,1,145
TRUE,2021-03-09,South West,113,9,35,122,0,35,113,0,44
TRUE,2021-03-10,East of England,48,18,152,65,1,152,48,2,168
TRUE,2021-03-10,London,102,37,108,133,6,108,102,7,138
TRUE,2021-03-10,Midlands,127,46,431,165,8,431,127,8,469
TRUE,2021-03-10,North East and Yorkshire,33,55,614,83,5,614,33,6,663
TRUE,2021-03-10,North West,27,42,365,65,4,365,27,4,403
TRUE,2021-03-10,South East,89,16,111,103,2,111,89,2,125
TRUE,2021-03-10,South West,93,3,25,96,0,25,93,0,28
TRUE,2021-03-11,East of England,57,16,120,71,2,120,57,4,132
TRUE,2021-03-11,London,108,17,103,122,3,103,108,3,117
TRUE,2021-03-11,Midlands,70,56,427,120,6,427,70,7,476
TRUE,2021-03-11,North East and Yorkshire,13,54,570,65,2,570,13,4,620
TRUE,2021-03-11,North West,18,26,330,43,1,330,18,6,350
TRUE,2021-03-11,South East,87,14,118,95,6,118,87,5,127
TRUE,2021-03-11,South West,94,13,22,107,0,22,94,1,34
TRUE,2021-03-12,East of England,52,6,121,57,1,121,52,1,126
TRUE,2021-03-12,London,122,27,123,142,7,123,122,8,142
TRUE,2021-03-12,Midlands,78,41,409,116,3,409,78,4,446
TRUE,2021-03-12,North East and Yorkshire,7,59,526,63,3,526,7,2,583
TRUE,2021-03-12,North West,17,25,347,40,2,347,17,2,370
TRUE,2021-03-12,South East,92,12,77,101,3,77,92,4,85
TRUE,2021-03-12,South West,97,6,34,102,1,34,97,1,39
TRUE,2021-03-13,East of England,42,9,110,50,1,110,42,1,118
TRUE,2021-03-13,London,87,22,95,104,5,95,87,5,112
TRUE,2021-03-13,Midlands,80,38,281,113,5,281,80,6,313
TRUE,2021-03-13,North East and Yorkshire,3,31,467,32,2,467,3,3,495
TRUE,2021-03-13,North West,10,25,289,34,1,289,10,1,313
TRUE,2021-03-13,South East,62,12,77,72,2,77,62,1,88
TRUE,2021-03-13,South West,53,3,16,56,0,16,53,0,19
TRUE,2021-03-14,East of England,25,9,87,33,1,87,25,2,94
TRUE,2021-03-14,London,68,17,71,82,3,71,68,3,85
TRUE,2021-03-14,Midlands,74,27,272,98,3,272,74,3,296
TRUE,2021-03-14,North East and Yorkshire,4,29,405,32,1,405,4,0,434
TRUE,2021-03-14,North West,12,23,244,30,5,244,12,5,262
TRUE,2021-03-14,South East,51,8,61,59,0,61,51,0,69
TRUE,2021-03-14,South West,49,7,14,55,1,14,49,1,20
TRUE,2021-03-15,East of England,71,19,139,87,3,139,71,3,155
TRUE,2021-03-15,London,103,51,134,131,23,134,103,27,158
TRUE,2021-03-15,Midlands,88,52,439,136,4,439,88,4,487
TRUE,2021-03-15,North East and Yorkshire,18,58,570,74,2,570,18,2,626
TRUE,2021-03-15,North West,12,44,347,49,7,347,12,8,383
TRUE,2021-03-15,South East,77,26,118,102,1,118,77,4,140
TRUE,2021-03-15,South West,62,15,27,76,1,27,62,2,40
TRUE,2021-03-16,East of England,40,11,119,50,1,119,40,1,129
TRUE,2021-03-16,London,95,25,92,114,6,92,95,8,109
TRUE,2021-03-16,Midlands,92,53,379,138,7,379,92,5,427
TRUE,2021-03-16,North East and Yorkshire,16,64,547,79,1,547,16,1,610
TRUE,2021-03-16,North West,16,28,313,42,2,313,16,3,338
TRUE,2021-03-16,South East,81,8,93,87,2,93,81,2,99
TRUE,2021-03-16,South West,68,3,24,69,2,24,68,2,25
TRUE,2021-03-17,East of England,48,10,127,54,4,127,48,3,134
TRUE,2021-03-17,London,82,17,89,94,5,89,82,5,101
TRUE,2021-03-17,Midlands,98,33,365,126,5,365,98,6,392
TRUE,2021-03-17,North East and Yorkshire,16,46,479,58,4,479,16,6,519
TRUE,2021-03-17,North West,10,29,282,37,2,282,10,2,309
TRUE,2021-03-17,South East,67,4,92,71,0,92,67,1,95
TRUE,2021-03-17,South West,78,2,14,80,0,14,78,0,16
TRUE,2021-03-18,East of England,37,12,123,48,1,123,37,1,134
TRUE,2021-03-18,London,112,11,82,119,4,82,112,4,89
TRUE,2021-03-18,Midlands,73,41,324,112,2,324,73,3,362
TRUE,2021-03-18,North East and Yorkshire,10,41,454,50,1,454,10,2,493
TRUE,2021-03-18,North West,15,24,277,37,2,277,15,4,297
TRUE,2021-03-18,South East,66,12,84,75,3,84,66,3,93
TRUE,2021-03-18,South West,90,4,21,94,0,21,90,0,25
TRUE,2021-03-19,East of England,44,16,100,59,1,100,44,2,114
TRUE,2021-03-19,London,103,12,82,113,2,82,103,2,92
TRUE,2021-03-19,Midlands,71,53,289,118,6,289,71,6,336
TRUE,2021-03-19,North East and Yorkshire,12,44,469,54,2,469,12,2,511
TRUE,2021-03-19,North West,17,23,230,38,2,230,17,2,251
TRUE,2021-03-19,South East,81,9,78,89,1,78,81,2,85
TRUE,2021-03-19,South West,86,8,12,94,0,12,86,1,19
TRUE,2021-03-20,East of England,27,13,82,36,4,82,27,4,91
TRUE,2021-03-20,London,89,23,72,105,7,72,89,9,86
TRUE,2021-03-20,Midlands,58,41,278,96,3,278,58,4,315
TRUE,2021-03-20,North East and Yorkshire,5,41,392,43,3,392,5,3,430
TRUE,2021-03-20,North West,15,16,220,28,3,220,15,3,233
TRUE,2021-03-20,South East,58,9,76,65,2,76,58,2,83
TRUE,2021-03-20,South West,53,2,8,54,1,8,53,2,8
TRUE,2021-03-21,East of England,19,6,84,25,0,84,19,0,90
TRUE,2021-03-21,London,60,13,82,72,1,82,60,2,93
TRUE,2021-03-21,Midlands,45,22,256,64,3,256,45,3,275
TRUE,2021-03-21,North East and Yorkshire,8,37,358,45,0,358,8,0,395
TRUE,2021-03-21,North West,3,29,245,32,0,245,3,0,274
TRUE,2021-03-21,South East,57,8,76,64,1,76,57,1,83
TRUE,2021-03-21,South West,51,0,6,51,0,6,51,0,6
TRUE,2021-03-22,East of England,35,13,121,45,3,121,35,4,130
TRUE,2021-03-22,London,95,22,98,112,5,98,95,4,116
TRUE,2021-03-22,Midlands,90,36,344,116,10,344,90,11,369
TRUE,2021-03-22,North East and Yorkshire,7,59,576,62,4,576,7,5,630
TRUE,2021-03-22,North West,6,37,268,40,3,268,6,4,301
TRUE,2021-03-22,South East,70,16,76,83,3,76,70,4,88
TRUE,2021-03-22,South West,107,3,17,109,1,17,107,1,19
TRUE,2021-03-23,East of England,41,7,77,45,3,77,41,3,81
TRUE,2021-03-23,London,86,16,83,99,3,83,86,3,96
TRUE,2021-03-23,Midlands,127,26,299,150,3,299,127,3,322
TRUE,2021-03-23,North East and Yorkshire,4,44,434,47,1,434,4,2,476
TRUE,2021-03-23,North West,7,26,238,29,4,238,7,5,259
TRUE,2021-03-23,South East,100,8,61,108,0,61,100,3,66
TRUE,2021-03-23,South West,75,5,12,80,0,12,75,0,17
TRUE,2021-03-24,East of England,36,12,118,46,2,118,36,3,127
TRUE,2021-03-24,London,116,9,81,123,2,81,116,2,88
TRUE,2021-03-24,Midlands,98,34,311,130,2,311,98,3,342
TRUE,2021-03-24,North East and Yorkshire,2,37,374,36,3,374,2,2,409
TRUE,2021-03-24,North West,14,27,242,37,4,242,14,4,265
TRUE,2021-03-24,South East,115,12,77,127,0,77,115,0,89
TRUE,2021-03-24,South West,86,5,18,90,1,18,86,0,23
TRUE,2021-03-25,East of England,37,22,78,56,3,78,37,2,98
TRUE,2021-03-25,London,106,14,43,116,4,43,106,6,51
TRUE,2021-03-25,Midlands,91,29,272,117,3,272,91,6,295
TRUE,2021-03-25,North East and Yorkshire,31,42,395,70,3,395,31,5,432
TRUE,2021-03-25,North West,12,26,229,36,2,229,12,3,252
TRUE,2021-03-25,South East,99,10,64,107,2,64,99,2,72
TRUE,2021-03-25,South West,68,10,12,78,0,12,68,1,21
TRUE,2021-03-26,East of England,33,8,74,41,0,74,33,0,82
TRUE,2021-03-26,London,104,10,60,111,3,60,104,5,65
TRUE,2021-03-26,Midlands,43,36,254,75,4,254,43,7,283
TRUE,2021-03-26,North East and Yorkshire,2,42,423,42,2,423,2,1,464
TRUE,2021-03-26,North West,9,25,213,32,2,213,9,5,233
TRUE,2021-03-26,South East,90,7,45,95,2,45,90,1,51
TRUE,2021-03-26,South West,75,4,14,79,0,14,75,0,18
TRUE,2021-03-27,East of England,23,3,59,25,1,59,23,1,61
TRUE,2021-03-27,London,66,10,28,74,2,28,66,3,35
TRUE,2021-03-27,Midlands,48,32,242,75,5,242,48,7,267
TRUE,2021-03-27,North East and Yorkshire,2,42,343,42,2,343,2,3,382
TRUE,2021-03-27,North West,5,17,166,20,2,166,5,2,181
TRUE,2021-03-27,South East,68,5,38,73,0,38,68,0,43
TRUE,2021-03-27,South West,33,3,16,35,1,16,33,1,18
TRUE,2021-03-28,East of England,19,2,46,21,0,46,19,0,48
TRUE,2021-03-28,London,66,11,31,74,3,31,66,5,37
TRUE,2021-03-28,Midlands,38,20,189,56,2,189,38,2,207
TRUE,2021-03-28,North East and Yorkshire,0,31,338,28,3,338,0,4,365
TRUE,2021-03-28,North West,2,22,162,19,5,162,2,6,178
TRUE,2021-03-28,South East,61,2,27,63,0,27,61,0,29
TRUE,2021-03-28,South West,32,2,5,34,0,5,32,0,7
TRUE,2021-03-29,East of England,47,8,72,53,2,72,47,2,78
TRUE,2021-03-29,London,108,16,37,119,5,37,108,5,48
TRUE,2021-03-29,Midlands,77,38,243,109,6,243,77,9,272
TRUE,2021-03-29,North East and Yorkshire,1,52,373,52,1,373,1,1,424
TRUE,2021-03-29,North West,2,23,205,23,2,205,2,3,225
TRUE,2021-03-29,South East,101,12,39,111,2,39,101,2,49
TRUE,2021-03-29,South West,80,7,9,86,1,9,80,2,14
TRUE,2021-03-30,East of England,28,10,52,37,1,52,28,1,61
TRUE,2021-03-30,London,107,13,27,115,5,27,107,7,33
TRUE,2021-03-30,Midlands,85,27,220,110,2,220,85,3,244
TRUE,2021-03-30,North East and Yorkshire,2,46,385,47,1,385,2,3,428
TRUE,2021-03-30,North West,5,23,158,22,6,158,5,6,175
TRUE,2021-03-30,South East,69,7,40,75,1,40,69,2,45
TRUE,2021-03-30,South West,50,3,14,52,1,14,50,1,16
TRUE,2021-03-31,East of England,39,2,71,40,1,71,39,1,72
TRUE,2021-03-31,London,71,15,22,78,8,22,71,8,29
TRUE,2021-03-31,Midlands,42,31,239,68,5,239,42,4,266
TRUE,2021-03-31,North East and Yorkshire,3,44,316,45,2,316,3,2,358
TRUE,2021-03-31,North West,2,17,157,14,5,157,2,5,169
TRUE,2021-03-31,South East,59,12,28,67,4,28,59,4,36
TRUE,2021-03-31,South West,37,4,10,41,0,10,37,0,14
TRUE,2021-04-01,East of England,18,12,81,27,3,81,18,4,89
TRUE,2021-04-01,London,93,11,29,100,4,29,93,4,36
TRUE,2021-04-01,Midlands,24,31,241,51,4,241,24,5,267
TRUE,2021-04-01,North East and Yorkshire,2,25,307,26,1,307,2,1,331
TRUE,2021-04-01,North West,8,19,162,27,0,162,8,0,181
TRUE,2021-04-01,South East,66,19,29,83,2,29,66,3,45
TRUE,2021-04-01,South West,45,4,8,49,0,8,45,0,12
TRUE,2021-04-02,East of England,20,10,50,28,2,50,20,2,58
TRUE,2021-04-02,London,64,9,22,72,1,22,64,3,28
TRUE,2021-04-02,Midlands,22,16,174,35,3,174,22,3,187
TRUE,2021-04-02,North East and Yorkshire,2,24,233,23,3,233,2,3,254
TRUE,2021-04-02,North West,5,16,116,17,4,116,5,6,126
TRUE,2021-04-02,South East,43,10,31,52,1,31,43,1,40
TRUE,2021-04-02,South West,29,0,7,29,0,7,29,0,7
TRUE,2021-04-03,East of England,14,9,43,20,3,43,14,3,49
TRUE,2021-04-03,London,45,17,35,60,2,35,45,3,49
TRUE,2021-04-03,Midlands,12,27,180,37,2,180,12,4,203
TRUE,2021-04-03,North East and Yorkshire,0,25,239,23,2,239,0,2,262
TRUE,2021-04-03,North West,6,11,120,12,5,120,6,5,126
TRUE,2021-04-03,South East,23,14,43,33,4,43,23,4,53
TRUE,2021-04-03,South West,25,3,12,26,2,12,25,2,13
TRUE,2021-04-04,East of England,16,6,32,22,0,32,16,0,38
TRUE,2021-04-04,London,38,22,33,56,4,33,38,4,51
TRUE,2021-04-04,Midlands,9,20,120,27,2,120,9,3,137
TRUE,2021-04-04,North East and Yorkshire,1,18,214,15,4,214,1,4,228
TRUE,2021-04-04,North West,1,12,112,8,5,112,1,5,119
TRUE,2021-04-04,South East,17,6,34,23,0,34,17,0,40
TRUE,2021-04-04,South West,19,3,11,21,1,11,19,1,13
TRUE,2021-04-05,East of England,17,12,34,24,5,34,17,2,44
TRUE,2021-04-05,London,47,13,33,54,6,33,47,6,40
TRUE,2021-04-05,Midlands,19,33,139,45,7,139,19,6,166
TRUE,2021-04-05,North East and Yorkshire,23,29,260,51,1,260,23,2,287
TRUE,2021-04-05,North West,6,15,122,20,1,122,6,3,134
TRUE,2021-04-05,South East,30,7,34,34,3,34,30,3,38
TRUE,2021-04-05,South West,48,2,19,49,1,19,48,2,19
TRUE,2021-04-06,East of England,54,7,58,59,2,58,54,2,63
TRUE,2021-04-06,London,90,23,34,102,11,34,90,13,44
TRUE,2021-04-06,Midlands,78,34,157,101,11,157,78,11,180
TRUE,2021-04-06,North East and Yorkshire,2,30,272,30,2,272,2,2,300
TRUE,2021-04-06,North West,7,18,124,24,1,124,7,1,141
TRUE,2021-04-06,South East,56,19,67,65,10,67,56,12,74
TRUE,2021-04-06,South West,28,6,8,32,2,8,28,3,11
TRUE,2021-04-07,East of England,57,9,32,65,1,32,57,1,40
TRUE,2021-04-07,London,75,17,36,88,4,36,75,4,49
TRUE,2021-04-07,Midlands,59,28,136,79,8,136,59,9,155
TRUE,2021-04-07,North East and Yorkshire,0,47,275,46,1,275,0,1,321
TRUE,2021-04-07,North West,7,16,132,20,3,132,7,5,143
TRUE,2021-04-07,South East,46,14,43,59,1,43,46,2,55
TRUE,2021-04-07,South West,35,2,10,36,1,10,35,2,10
TRUE,2021-04-08,East of England,50,9,38,54,5,38,50,5,42
TRUE,2021-04-08,London,63,25,25,84,4,25,63,4,46
TRUE,2021-04-08,Midlands,74,21,144,93,2,144,74,3,162
TRUE,2021-04-08,North East and Yorkshire,5,31,249,34,2,249,5,2,278
